x,y,z
15.200000000000003,3.25,0.0
15.200000000000003,3.5,0.0
15.200000000000003,3.75,0.0
15.200000000000003,4.0,0.0
15.200000000000003,4.25,0.0
15.200000000000003,4.5,0.0
15.200000000000003,4.75,0.0
15.200000000000003,5.0,0.0
16.0,0.0,0.0
16.0,0.25,0.0
16.0,0.5,0.0
16.0,0.75,0.0
16.0,1.0,0.0
16.0,1.25,0.0
16.0,1.5,0.0
16.0,1.75,0.0
16.0,2.0,0.0
16.0,2.25,0.0
16.0,2.5,0.0
16.0,2.75,0.0
16.0,3.0,0.0
16.0,3.25,0.0
16.0,3.5,0.0
16.0,3.75,0.0
16.0,4.0,0.0
16.0,4.25,0.0
16.0,4.5,0.0
16.0,4.75,0.0
16.0,5.0,0.0
16.800000000000004,0.0,0.0
16.800000000000004,0.25,0.0
16.800000000000004,0.5,0.0
16.800000000000004,0.75,0.0
16.800000000000004,1.0,0.0
16.800000000000004,1.25,0.0
16.800000000000004,1.5,0.0
16.800000000000004,1.75,0.0
16.800000000000004,2.0,0.0
16.800000000000004,2.25,0.0
16.800000000000004,2.5,0.0
16.800000000000004,2.75,0.0
16.800000000000004,3.0,0.0
16.800000000000004,3.25,0.0
16.800000000000004,3.5,0.0
16.800000000000004,3.75,0.0
16.800000000000004,4.0,0.0
16.800000000000004,4.25,0.0
16.800000000000004,4.5,0.0
16.800000000000004,4.75,0.0
16.800000000000004,5.0,0.0
17.6,0.0,0.0
17.6,0.25,0.0
17.6,0.5,0.0
17.6,0.75,0.0
17.6,1.0,0.0
17.6,1.25,0.0
17.6,1.5,0.0
17.6,1.75,0.0
17.6,2.0,0.0
17.6,2.25,0.0
17.6,2.5,0.0
17.6,2.75,0.0
17.6,3.0,0.0
17.6,3.25,0.0
17.6,3.5,0.0
17.6,3.75,0.0
17.6,4.0,0.0
17.6,4.25,0.0
17.6,4.5,0.0
17.6,4.75,0.0
17.6,5.0,0.0
18.400000000000006,0.0,0.0
18.400000000000006,0.25,0.0
18.400000000000006,0.5,0.0
18.400000000000006,0.75,0.0
18.400000000000006,1.0,0.0
18.400000000000006,1.25,0.0
18.400000000000006,1.5,0.0
18.400000000000006,1.75,0.0
18.400000000000006,2.0,0.0
18.400000000000006,2.25,0.0
18.400000000000006,2.5,0.0
18.400000000000006,2.75,0.0
18.400000000000006,3.0,0.0
18.400000000000006,3.25,0.0
18.400000000000006,3.5,0.0
18.400000000000006,3.75,0.0
18.400000000000006,4.0,0.0
18.400000000000006,4.25,0.0
18.400000000000006,4.5,0.0
18.400000000000006,4.75,0.0
18.400000000000006,5.0,0.0
19.200000000000003,0.0,0.0
19.200000000000003,0.25,0.0
19.200000000000003,0.5,0.0
19.200000000000003,0.75,0.0
19.200000000000003,1.0,0.0
19.200000000000003,1.25,0.0
19.200000000000003,1.5,0.0
19.200000000000003,1.75,0.0
19.200000000000003,2.0,0.0
19.200000000000003,2.25,0.0
19.200000000000003,2.5,0.0
19.200000000000003,2.75,0.0
19.200000000000003,3.0,0.0
19.200000000000003,3.25,0.0
19.200000000000003,3.5,0.0
19.200000000000003,3.75,0.0
19.200000000000003,4.0,0.0
19.200000000000003,4.25,0.0
19.200000000000003,4.5,0.0
19.200000000000003,4.75,0.0
19.200000000000003,5.0,0.0
20.0,0.0,0.0
20.0,0.25,0.0
20.0,0.5,0.0
20.0,0.75,0.0
20.0,1.0,0.0
20.0,1.25,0.0
20.0,1.5,0.0
20.0,1.75,0.0
20.0,2.0,0.0
20.0,2.25,0.0
20.0,2.5,0.0
20.0,2.75,0.0
20.0,3.0,0.0
20.0,3.25,0.0
20.0,3.5,0.0
20.0,3.75,0.0
20.0,4.0,0.0
20.0,4.25,0.0
20.0,4.5,0.0
20.0,4.75,0.0
20.0,5.0,0.0
